id,x_location,y_location,z_location,roll,pitch,yaw,,,
0,0,0,0.3048,0,0,3.14159,
1,3.5,0,0.3048,0,0,3.14159,
2,7,0,0.3048,0,0,3.14159,
3,9,2,0.3048,0,0,1.57,
4,7,4,0.3048,0,0,0,
5,3.5,4,0.3048,0,0,0,
6,0,4,0.3048,0,0,0,
7,-3.5,4,0.3048,0,0,0,
8,-7,4,0.3048,0,0,0,
9,-10.5,4,0.3048,0,0,0,
10,-12.5,2,0.3048,0,0,-1.57,
11,-10.5,0,0.3048,0,0,3.14159,
12,-7,0,0.3048,0,0,3.14159,
13,-3.5,0,0.3048,0,0,3.14159,
